Employee ID,Employee Name,Date,Active Start Time ( AM ),Active Screen Time ( in hours ),Active Collaboration Time ( in hours ),Social Time ( in hours ),Percentage of Task Closed,Role,Rating
4,Dave Jones,2023-02-20,08:40,1.88,1.6,1.68,86,Developer,2
4,Dave Jones,2023-02-21,08:32,3.7,1.05,1.85,77,Developer,1
4,Dave Jones,2023-02-22,09:09,3.1,1.36,0.43,71,Developer,2
4,Dave Jones,2023-02-23,09:43,2.83,1.15,0.02,81,Developer,3
4,Dave Jones,2023-02-24,08:30,5.56,1.74,0.81,63,Developer,1
4,Dave Jones,2023-02-25,08:56,5.43,1.12,1.12,69,Developer,2
4,Dave Jones,2023-02-26,08:36,4.1,1.28,0.2,81,Developer,2
4,Dave Jones,2023-02-27,09:41,3.94,1.38,0.15,91,Developer,4
4,Dave Jones,2023-02-28,08:19,5.65,1.83,0.51,98,Developer,4
4,Dave Jones,2023-03-01,09:51,2.06,1.77,1.84,81,Developer,2
4,Dave Jones,2023-03-02,09:20,5.35,1.51,1.58,94,Developer,2
4,Dave Jones,2023-03-03,09:22,3.2,1.88,0.45,62,Developer,4
4,Dave Jones,2023-03-04,08:47,5.05,1.29,1.88,60,Developer,2
4,Dave Jones,2023-03-05,09:52,4.55,1.38,1.9,77,Developer,1
4,Dave Jones,2023-03-06,09:29,2.88,1.53,1.62,60,Developer,4
4,Dave Jones,2023-03-07,08:56,2.82,1.37,0.08,82,Developer,4
4,Dave Jones,2023-03-08,08:37,5.72,1.9,0.99,79,Developer,4
4,Dave Jones,2023-03-09,09:03,2.41,1.43,1.49,78,Developer,2
4,Dave Jones,2023-03-10,09:34,1.84,1.29,1.34,70,Developer,1
4,Dave Jones,2023-03-11,09:51,3.24,1.77,1.53,80,Developer,4
4,Dave Jones,2023-03-12,09:08,3.06,1.69,0.11,92,Developer,4
4,Dave Jones,2023-03-13,08:39,2.01,1.09,0.9,60,Developer,3
4,Dave Jones,2023-03-14,08:40,2.67,1.68,0.14,84,Developer,1
4,Dave Jones,2023-03-15,09:23,1.78,1.45,1.7,65,Developer,2
4,Dave Jones,2023-03-16,09:47,3.39,1.74,0.18,60,Developer,3
4,Dave Jones,2023-03-17,08:14,5.92,1.08,1.74,68,Developer,4
4,Dave Jones,2023-03-18,09:03,4.72,1.67,0.5,93,Developer,3
4,Dave Jones,2023-03-19,08:56,5.63,1.07,1.28,87,Developer,1
4,Dave Jones,2023-03-20,08:50,3.18,1.38,1.56,78,Developer,1
4,Dave Jones,2023-03-21,08:23,5.32,1.43,0.82,71,Developer,1
4,Dave Jones,2023-03-22,08:28,3.61,1.61,1.44,65,Developer,2
4,Dave Jones,2023-03-23,08:21,3.28,1.19,0.17,72,Developer,3
4,Dave Jones,2023-03-24,08:17,3.94,1.56,0.25,96,Developer,1
4,Dave Jones,2023-03-25,08:43,2.21,1.17,1.01,76,Developer,3
4,Dave Jones,2023-03-26,09:32,4.7,1.29,0.95,70,Developer,4
4,Dave Jones,2023-03-27,08:18,5.79,1.95,0.36,78,Developer,4
4,Dave Jones,2023-03-28,08:11,5.02,1.55,1.68,93,Developer,3
4,Dave Jones,2023-03-29,08:23,4.21,1.77,1.8,95,Developer,1
4,Dave Jones,2023-03-30,08:58,5.08,1.38,1.37,64,Developer,2
4,Dave Jones,2023-03-31,08:18,4.94,2.0,1.0,83,Developer,4
5,Amy Taylor,2023-01-01,09:10,3.77,1.74,0.01,76,Designer,3
5,Amy Taylor,2023-01-02,09:25,1.91,1.85,0.75,87,Designer,3
5,Amy Taylor,2023-01-03,09:24,3.75,1.8,0.9,90,Designer,1
5,Amy Taylor,2023-01-04,08:54,4.86,1.47,1.32,66,Designer,3
5,Amy Taylor,2023-01-05,09:45,2.51,1.51,0.26,100,Designer,3
5,Amy Taylor,2023-01-06,09:17,2.96,1.46,0.94,76,Designer,3
5,Amy Taylor,2023-01-07,09:00,3.68,1.64,1.11,67,Designer,1
5,Amy Taylor,2023-01-08,08:29,2.47,1.28,0.92,85,Designer,1
5,Amy Taylor,2023-01-09,09:40,2.3,1.72,0.35,69,Designer,2
5,Amy Taylor,2023-01-10,08:05,3.92,1.98,0.76,64,Designer,4
5,Amy Taylor,2023-01-11,08:47,3.39,1.2,0.53,62,Designer,1
5,Amy Taylor,2023-01-12,09:58,3.27,1.38,1.33,71,Designer,2
5,Amy Taylor,2023-01-13,09:38,2.29,1.33,0.38,63,Designer,4
5,Amy Taylor,2023-01-14,08:57,3.96,1.29,1.63,82,Designer,3
5,Amy Taylor,2023-01-15,09:36,5.21,1.66,0.81,64,Designer,1
5,Amy Taylor,2023-01-16,08:22,2.57,1.73,1.39,73,Designer,2
5,Amy Taylor,2023-01-17,09:49,2.74,1.42,1.7,72,Designer,4
5,Amy Taylor,2023-01-18,09:30,1.7200000000000002,1.74,0.54,98,Designer,1
5,Amy Taylor,2023-01-19,09:21,1.84,1.43,1.52,64,Designer,4
5,Amy Taylor,2023-01-20,09:50,4.57,1.49,0.76,93,Designer,2
5,Amy Taylor,2023-01-21,08:03,4.56,1.89,0.05,92,Designer,2
5,Amy Taylor,2023-01-22,08:31,4.43,1.06,0.66,76,Designer,4
5,Amy Taylor,2023-01-23,09:44,5.42,1.55,0.99,98,Designer,4
5,Amy Taylor,2023-01-24,09:12,2.8,1.32,1.6,74,Designer,4
5,Amy Taylor,2023-01-25,08:22,3.81,1.88,0.84,63,Designer,4
5,Amy Taylor,2023-01-26,08:17,4.05,1.49,1.08,73,Designer,3
5,Amy Taylor,2023-01-27,09:39,3.5,1.89,0.33,68,Designer,3
5,Amy Taylor,2023-01-28,08:09,2.23,1.48,0.38,90,Designer,4
5,Amy Taylor,2023-01-29,09:51,5.21,1.89,0.43,94,Designer,4
5,Amy Taylor,2023-01-30,08:05,2.0500000000000003,1.74,0.21,92,Designer,2
5,Amy Taylor,2023-01-31,09:29,2.29,1.31,1.22,88,Designer,2
5,Amy Taylor,2023-02-01,09:42,2.5300000000000002,1.26,0.21,66,Designer,1
5,Amy Taylor,2023-02-02,09:39,2.2,1.23,0.57,90,Designer,1
5,Amy Taylor,2023-02-03,08:45,1.32,1.08,1.93,93,Designer,4
5,Amy Taylor,2023-02-04,09:22,5.79,1.32,0.57,83,Designer,3
5,Amy Taylor,2023-02-05,08:16,3.15,1.48,1.77,67,Designer,3
5,Amy Taylor,2023-02-06,09:46,2.4,1.95,0.52,84,Designer,3
5,Amy Taylor,2023-02-07,09:00,1.85,1.14,1.85,74,Designer,1
5,Amy Taylor,2023-02-08,09:54,3.71,1.57,0.14,64,Designer,2
5,Amy Taylor,2023-02-09,09:07,3.13,1.7,1.18,66,Designer,3
5,Amy Taylor,2023-02-10,08:37,3.6,1.12,1.06,86,Designer,4
5,Amy Taylor,2023-02-11,08:35,2.53,1.34,0.53,62,Designer,3
5,Amy Taylor,2023-02-12,08:27,2.7300000000000004,1.1,0.17,69,Designer,4
5,Amy Taylor,2023-02-13,09:23,1.8899999999999995,1.33,0.78,87,Designer,2
5,Amy Taylor,2023-02-14,08:25,1.44,1.22,1.38,73,Designer,4
5,Amy Taylor,2023-02-15,09:33,2.91,1.6,1.99,89,Designer,3
5,Amy Taylor,2023-02-16,09:47,2.46,1.81,0.62,71,Designer,2
5,Amy Taylor,2023-02-17,08:28,4.69,1.32,1.9,86,Designer,2
5,Amy Taylor,2023-02-18,09:28,3.36,1.5,1.17,72,Designer,4
5,Amy Taylor,2023-02-19,08:07,3.65,2.0,0.98,63,Designer,3
5,Amy Taylor,2023-02-20,09:22,2.31,1.48,0.21,60,Designer,2
5,Amy Taylor,2023-02-21,09:55,4.31,1.41,0.71,72,Designer,3
5,Amy Taylor,2023-02-22,09:14,2.27,1.26,0.47,85,Designer,1
5,Amy Taylor,2023-02-23,08:25,2.01,1.01,0.98,88,Designer,2
5,Amy Taylor,2023-02-24,08:55,5.92,1.09,0.11,90,Designer,2
5,Amy Taylor,2023-02-25,08:33,5.43,1.28,1.79,79,Designer,2
5,Amy Taylor,2023-02-26,08:38,2.8,1.04,1.68,60,Designer,4
5,Amy Taylor,2023-02-27,08:21,4.5,1.32,1.39,90,Designer,4
5,Amy Taylor,2023-02-28,08:34,2.5,1.17,1.85,84,Designer,3
5,Amy Taylor,2023-03-01,08:26,2.84,1.11,1.55,68,Designer,1
5,Amy Taylor,2023-03-02,09:35,3.02,1.7,1.44,100,Designer,1
5,Amy Taylor,2023-03-03,08:04,5.97,1.15,0.58,82,Designer,3
5,Amy Taylor,2023-03-04,09:31,2.11,1.48,0.41,79,Designer,1
5,Amy Taylor,2023-03-05,09:12,4.14,1.23,1.47,93,Designer,2
5,Amy Taylor,2023-03-06,09:53,5.02,1.83,0.78,60,Designer,1
5,Amy Taylor,2023-03-07,09:54,1.25,1.56,1.44,89,Designer,1
5,Amy Taylor,2023-03-08,09:05,1.83,1.46,1.19,77,Designer,1
5,Amy Taylor,2023-03-09,09:33,2.75,1.59,1.14,85,Designer,2
5,Amy Taylor,2023-03-10,09:30,1.37,1.91,1.62,92,Designer,2
5,Amy Taylor,2023-03-11,08:23,5.45,1.19,0.08,99,Designer,3
5,Amy Taylor,2023-03-12,08:08,3.04,1.9,0.31,88,Designer,2
5,Amy Taylor,2023-03-13,09:01,2.46,1.52,0.02,74,Designer,2
5,Amy Taylor,2023-03-14,09:12,3.67,1.95,1.11,97,Designer,3
5,Amy Taylor,2023-03-15,09:11,2.53,1.43,0.04,74,Designer,1
5,Amy Taylor,2023-03-16,08:06,4.53,1.11,0.29,85,Designer,4
5,Amy Taylor,2023-03-17,08:12,4.47,1.44,1.06,74,Designer,1
5,Amy Taylor,2023-03-18,08:43,3.76,1.35,0.47,74,Designer,1
5,Amy Taylor,2023-03-19,08:25,1.83,1.69,0.66,70,Designer,2
5,Amy Taylor,2023-03-20,08:56,4.4,1.17,0.31,93,Designer,3
5,Amy Taylor,2023-03-21,09:24,2.05,1.79,0.97,99,Designer,1
5,Amy Taylor,2023-03-22,08:11,3.99,1.99,0.24,61,Designer,1
5,Amy Taylor,2023-03-23,08:51,3.95,1.5,1.2,100,Designer,3
5,Amy Taylor,2023-03-24,08:47,1.71,1.39,1.55,82,Designer,4
5,Amy Taylor,2023-03-25,09:03,5.14,1.05,1.48,85,Designer,4
5,Amy Taylor,2023-03-26,08:19,3.29,1.69,1.91,67,Designer,1
5,Amy Taylor,2023-03-27,08:36,3.53,1.8,0.44,86,Designer,3
5,Amy Taylor,2023-03-28,09:59,5.84,1.92,0.52,73,Designer,4
5,Amy Taylor,2023-03-29,08:00,3.68,1.64,0.35,79,Designer,1
5,Amy Taylor,2023-03-30,08:30,5.11,1.33,0.01,87,Designer,3
5,Amy Taylor,2023-03-31,09:23,4.71,1.14,1.89,97,Designer,2
6,Chris Wright,2023-01-01,08:53,2.77,1.23,1.85,80,Sales Executive,1
6,Chris Wright,2023-01-02,08:35,3.33,1.49,0.47,74,Sales Executive,3
6,Chris Wright,2023-01-03,08:16,4.86,1.95,1.59,78,Sales Executive,3
6,Chris Wright,2023-01-04,08:33,3.53,1.13,0.81,63,Sales Executive,1
6,Chris Wright,2023-01-05,08:17,3.37,1.87,1.76,98,Sales Executive,1
6,Chris Wright,2023-01-06,09:33,4.24,1.55,0.98,95,Sales Executive,4
6,Chris Wright,2023-01-07,09:29,3.83,1.12,1.25,96,Sales Executive,1
6,Chris Wright,2023-01-08,08:16,2.3200000000000003,1.34,0.34,94,Sales Executive,4
6,Chris Wright,2023-01-09,08:08,4.6,1.09,0.94,99,Sales Executive,3
6,Chris Wright,2023-01-10,08:07,1.43,1.36,1.25,68,Sales Executive,4
6,Chris Wright,2023-01-11,09:31,3.33,1.44,0.17,73,Sales Executive,3
6,Chris Wright,2023-01-12,08:42,3.89,1.39,0.86,76,Sales Executive,2
6,Chris Wright,2023-01-13,08:41,2.0999999999999996,1.79,0.11,83,Sales Executive,1
6,Chris Wright,2023-01-14,08:34,5.55,1.43,1.46,79,Sales Executive,1
6,Chris Wright,2023-01-15,08:30,2.26,1.46,0.28,68,Sales Executive,1
6,Chris Wright,2023-01-16,09:23,2.41,1.72,1.81,61,Sales Executive,3
6,Chris Wright,2023-01-17,08:42,2.1499999999999995,1.4,0.45,76,Sales Executive,1
6,Chris Wright,2023-01-18,08:34,4.66,1.8,1.07,71,Sales Executive,3
6,Chris Wright,2023-01-19,08:42,4.01,1.57,1.82,83,Sales Executive,4
6,Chris Wright,2023-01-20,09:03,5.5,1.39,1.0,95,Sales Executive,1
6,Chris Wright,2023-01-21,08:54,2.9299999999999997,1.03,0.04,96,Sales Executive,3
6,Chris Wright,2023-01-22,09:19,2.2499999999999996,1.57,0.18,74,Sales Executive,1
6,Chris Wright,2023-01-23,09:26,4.21,1.85,1.54,90,Sales Executive,4
6,Chris Wright,2023-01-24,08:01,3.96,1.99,0.73,92,Sales Executive,2
6,Chris Wright,2023-01-25,08:57,1.7899999999999998,1.68,0.53,81,Sales Executive,4
6,Chris Wright,2023-01-26,09:52,3.05,1.05,0.02,91,Sales Executive,3
6,Chris Wright,2023-01-27,08:16,4.26,1.35,1.43,82,Sales Executive,4
6,Chris Wright,2023-01-28,09:52,5.82,1.34,0.1,97,Sales Executive,3
6,Chris Wright,2023-01-29,09:36,5.59,1.51,0.63,62,Sales Executive,4
6,Chris Wright,2023-01-30,08:45,4.1,1.8,2.0,99,Sales Executive,1
6,Chris Wright,2023-01-31,09:39,3.24,1.11,1.14,71,Sales Executive,1
6,Chris Wright,2023-02-01,09:10,4.97,1.99,1.17,68,Sales Executive,2
6,Chris Wright,2023-02-02,08:05,4.28,1.18,0.1,76,Sales Executive,4
6,Chris Wright,2023-02-03,09:00,4.34,1.65,0.39,70,Sales Executive,4
6,Chris Wright,2023-02-04,08:38,5.17,1.44,1.55,71,Sales Executive,1
6,Chris Wright,2023-02-05,09:37,1.23,1.3,1.65,85,Sales Executive,1
6,Chris Wright,2023-02-06,09:56,1.81,1.33,0.86,94,Sales Executive,1
6,Chris Wright,2023-02-07,08:36,1.66,1.32,1.35,76,Sales Executive,1
6,Chris Wright,2023-02-08,09:39,5.45,1.7,1.66,95,Sales Executive,1
6,Chris Wright,2023-02-09,09:26,5.29,1.61,1.15,65,Sales Executive,1
6,Chris Wright,2023-02-10,08:55,2.56,1.86,1.14,86,Sales Executive,2
6,Chris Wright,2023-02-11,08:19,1.04,1.42,1.65,67,Sales Executive,3
6,Chris Wright,2023-02-12,09:14,3.19,1.26,0.76,84,Sales Executive,2
6,Chris Wright,2023-02-13,08:42,3.42,1.26,0.47,74,Sales Executive,2
6,Chris Wright,2023-02-14,08:07,3.63,1.7,0.9,78,Sales Executive,3
6,Chris Wright,2023-02-15,08:39,4.93,1.44,0.64,84,Sales Executive,4
6,Chris Wright,2023-02-16,09:20,5.53,1.28,1.6,91,Sales Executive,4
6,Chris Wright,2023-02-17,09:27,1.91,1.58,1.52,62,Sales Executive,2
6,Chris Wright,2023-02-18,09:16,4.5,1.67,0.11,87,Sales Executive,2
6,Chris Wright,2023-02-19,08:54,4.95,1.45,0.16,83,Sales Executive,3
6,Chris Wright,2023-02-20,09:01,4.98,1.29,0.12,66,Sales Executive,3
6,Chris Wright,2023-02-21,08:59,3.14,1.43,0.52,67,Sales Executive,2
6,Chris Wright,2023-02-22,09:04,5.91,1.19,1.72,68,Sales Executive,3
6,Chris Wright,2023-02-23,09:59,1.64,1.53,0.95,65,Sales Executive,4
6,Chris Wright,2023-02-24,08:15,2.79,1.44,0.06,100,Sales Executive,3
6,Chris Wright,2023-02-25,08:14,2.2199999999999998,1.18,0.6,88,Sales Executive,1
6,Chris Wright,2023-02-26,08:34,5.06,1.28,1.48,66,Sales Executive,1
6,Chris Wright,2023-02-27,09:31,4.09,1.67,1.14,66,Sales Executive,4
6,Chris Wright,2023-02-28,09:17,4.24,1.66,0.67,77,Sales Executive,4
6,Chris Wright,2023-03-01,08:53,4.32,1.22,0.85,88,Sales Executive,1
6,Chris Wright,2023-03-02,08:25,1.93,1.79,1.15,63,Sales Executive,3
6,Chris Wright,2023-03-03,09:13,2.73,1.91,0.65,97,Sales Executive,2
6,Chris Wright,2023-03-04,08:33,2.96,1.42,1.26,94,Sales Executive,2
6,Chris Wright,2023-03-05,09:42,4.05,1.95,0.88,64,Sales Executive,1
6,Chris Wright,2023-03-06,08:00,3.77,1.92,1.15,93,Sales Executive,3
6,Chris Wright,2023-03-07,08:20,3.47,1.41,0.16,61,Sales Executive,2
6,Chris Wright,2023-03-08,09:37,3.29,1.21,0.38,75,Sales Executive,2
6,Chris Wright,2023-03-09,08:08,2.99,1.71,1.99,94,Sales Executive,2
6,Chris Wright,2023-03-10,08:50,4.17,1.66,0.2,75,Sales Executive,1
6,Chris Wright,2023-03-11,08:39,5.74,1.53,1.16,81,Sales Executive,4
6,Chris Wright,2023-03-12,08:46,2.8,1.93,0.96,72,Sales Executive,4
6,Chris Wright,2023-03-13,09:50,2.55,1.96,0.93,82,Sales Executive,3
6,Chris Wright,2023-03-14,08:02,2.9400000000000004,1.01,0.05,67,Sales Executive,4
6,Chris Wright,2023-03-15,08:41,2.98,1.8,0.96,63,Sales Executive,2
6,Chris Wright,2023-03-16,08:59,4.48,1.61,1.0,72,Sales Executive,2
6,Chris Wright,2023-03-17,08:25,5.61,1.54,0.98,100,Sales Executive,4
6,Chris Wright,2023-03-18,08:20,3.67,1.91,1.94,75,Sales Executive,3
6,Chris Wright,2023-03-19,09:32,1.67,1.2,1.48,87,Sales Executive,3
6,Chris Wright,2023-03-20,08:13,3.84,1.25,1.65,76,Sales Executive,3
6,Chris Wright,2023-03-21,09:18,3.91,1.23,1.08,80,Sales Executive,4
6,Chris Wright,2023-03-22,08:58,4.24,1.01,1.24,77,Sales Executive,1
6,Chris Wright,2023-03-23,09:43,5.06,1.09,1.18,62,Sales Executive,2
6,Chris Wright,2023-03-24,09:09,3.58,1.05,1.62,69,Sales Executive,3
6,Chris Wright,2023-03-25,08:34,2.2199999999999998,1.1,0.68,95,Sales Executive,3
6,Chris Wright,2023-03-26,08:38,3.95,1.44,0.79,93,Sales Executive,4
6,Chris Wright,2023-03-27,08:12,2.72,1.68,0.55,80,Sales Executive,1
6,Chris Wright,2023-03-28,08:38,3.29,1.02,0.41,94,Sales Executive,2
6,Chris Wright,2023-03-29,09:44,3.79,1.84,1.76,62,Sales Executive,1
6,Chris Wright,2023-03-30,08:06,3.63,1.24,0.11,68,Sales Executive,1
6,Chris Wright,2023-03-31,08:18,4.78,1.66,0.74,86,Sales Executive,4
7,Tim Davis,2023-01-01,08:16,5.58,1.66,1.85,66,Developer,4
7,Tim Davis,2023-01-02,09:17,2.1,1.78,0.65,81,Developer,2
7,Tim Davis,2023-01-03,08:13,5.6,1.59,0.56,93,Developer,3
7,Tim Davis,2023-01-04,08:07,4.39,1.22,1.37,65,Developer,4
7,Tim Davis,2023-01-05,08:11,5.4,1.69,1.74,90,Developer,3
7,Tim Davis,2023-01-06,09:47,2.68,1.81,1.94,67,Developer,2
7,Tim Davis,2023-01-07,08:34,3.27,1.36,1.32,60,Developer,1
7,Tim Davis,2023-01-08,09:45,5.12,1.53,0.02,100,Developer,4
7,Tim Davis,2023-01-09,08:44,1.88,1.13,0.99,99,Developer,1
7,Tim Davis,2023-01-10,09:34,1.68,1.2,1.69,82,Developer,3
7,Tim Davis,2023-01-11,09:53,4.95,1.89,1.63,90,Developer,2
7,Tim Davis,2023-01-12,08:52,5.27,1.62,0.02,63,Developer,4
7,Tim Davis,2023-01-13,08:53,2.68,1.23,1.42,99,Developer,3
7,Tim Davis,2023-01-14,09:14,2.7099999999999995,1.07,0.22,80,Developer,2
7,Tim Davis,2023-01-15,08:16,4.85,1.57,1.12,60,Developer,4
7,Tim Davis,2023-01-16,09:17,2.67,1.43,0.58,61,Developer,2
7,Tim Davis,2023-01-17,09:25,2.8499999999999996,1.02,0.13,98,Developer,3
7,Tim Davis,2023-01-18,08:49,2.3,1.9,0.98,60,Developer,4
7,Tim Davis,2023-01-19,09:16,2.3,1.34,1.29,75,Developer,4
7,Tim Davis,2023-01-20,09:56,3.54,1.9,0.08,96,Developer,3
7,Tim Davis,2023-01-21,09:23,1.31,1.56,1.9,90,Developer,3
7,Tim Davis,2023-01-22,09:50,3.63,1.86,0.83,69,Developer,2
7,Tim Davis,2023-01-23,09:00,3.47,1.96,0.63,82,Developer,2
7,Tim Davis,2023-01-24,09:25,5.08,1.01,0.39,83,Developer,2
7,Tim Davis,2023-01-25,08:23,3.57,1.77,0.13,74,Developer,1
7,Tim Davis,2023-01-26,09:54,4.64,1.86,0.29,85,Developer,2
7,Tim Davis,2023-01-27,09:03,4.38,1.72,1.58,69,Developer,4
7,Tim Davis,2023-01-28,09:42,1.74,1.19,1.07,94,Developer,1
7,Tim Davis,2023-01-29,09:29,2.5300000000000002,1.21,0.26,67,Developer,4
7,Tim Davis,2023-01-30,08:18,3.16,1.21,1.87,63,Developer,1
7,Tim Davis,2023-01-31,09:12,3.21,1.85,0.53,77,Developer,4
7,Tim Davis,2023-02-01,09:38,2.83,1.95,1.78,71,Developer,1
7,Tim Davis,2023-02-02,08:51,2.69,1.25,1.78,91,Developer,4
7,Tim Davis,2023-02-03,08:52,4.4,1.77,0.38,65,Developer,2
7,Tim Davis,2023-02-04,09:50,1.94,1.63,0.48,66,Developer,3
7,Tim Davis,2023-02-05,08:40,5.7,1.82,0.55,85,Developer,1
7,Tim Davis,2023-02-06,08:13,5.24,1.94,0.08,60,Developer,4
7,Tim Davis,2023-02-07,09:02,4.83,1.3,1.46,78,Developer,3
7,Tim Davis,2023-02-08,08:53,2.56,1.98,0.95,90,Developer,2
7,Tim Davis,2023-02-09,08:27,3.91,1.4,0.01,81,Developer,3
7,Tim Davis,2023-02-10,09:53,2.1500000000000004,1.05,0.8,75,Developer,2
7,Tim Davis,2023-02-11,09:10,1.8,1.22,1.67,97,Developer,2
7,Tim Davis,2023-02-12,09:42,3.17,1.21,0.82,100,Developer,4
7,Tim Davis,2023-02-13,08:32,4.76,1.73,1.43,95,Developer,3
7,Tim Davis,2023-02-14,08:13,5.64,1.55,0.07,81,Developer,2
7,Tim Davis,2023-02-15,09:07,4.09,1.4,0.32,71,Developer,2
7,Tim Davis,2023-02-16,08:53,2.53,1.59,0.02,98,Developer,3
7,Tim Davis,2023-02-17,08:54,4.8,1.56,1.55,65,Developer,1
7,Tim Davis,2023-02-18,09:16,3.7,1.77,1.53,68,Developer,3
7,Tim Davis,2023-02-19,08:10,2.95,1.25,0.51,60,Developer,2
7,Tim Davis,2023-02-20,08:50,1.5,1.9,1.37,78,Developer,4
7,Tim Davis,2023-02-21,08:21,2.91,1.85,1.73,83,Developer,1
7,Tim Davis,2023-02-22,09:31,5.25,1.64,1.47,72,Developer,1
7,Tim Davis,2023-02-23,08:19,5.81,1.65,0.85,88,Developer,4
7,Tim Davis,2023-02-24,09:40,4.93,1.29,0.59,92,Developer,3
7,Tim Davis,2023-02-25,09:22,2.78,1.99,0.06,72,Developer,2
7,Tim Davis,2023-02-26,08:26,1.77,1.33,1.46,76,Developer,3
7,Tim Davis,2023-02-27,08:27,5.51,1.66,1.08,71,Developer,4
7,Tim Davis,2023-02-28,09:40,1.5,1.19,1.71,67,Developer,3
7,Tim Davis,2023-03-01,09:35,3.67,1.71,0.14,86,Developer,3
7,Tim Davis,2023-03-02,08:10,4.39,1.47,0.23,65,Developer,2
7,Tim Davis,2023-03-03,09:41,3.79,1.12,0.57,87,Developer,4
7,Tim Davis,2023-03-04,09:50,4.6,1.52,1.6,95,Developer,4
7,Tim Davis,2023-03-05,09:28,4.01,1.75,1.27,67,Developer,2
7,Tim Davis,2023-03-06,09:53,3.34,1.01,0.74,87,Developer,2
7,Tim Davis,2023-03-07,08:15,2.0,1.68,0.32,62,Developer,2
7,Tim Davis,2023-03-08,09:57,5.75,1.57,0.58,95,Developer,4
7,Tim Davis,2023-03-09,08:11,1.15,1.72,1.53,94,Developer,1
7,Tim Davis,2023-03-10,09:31,4.5,1.04,0.26,91,Developer,4
7,Tim Davis,2023-03-11,08:18,1.43,1.48,1.72,67,Developer,2
7,Tim Davis,2023-03-12,08:46,3.27,1.01,1.28,69,Developer,2
7,Tim Davis,2023-03-13,08:14,2.1100000000000003,1.35,0.54,80,Developer,2
7,Tim Davis,2023-03-14,09:02,4.09,1.58,0.95,86,Developer,2
7,Tim Davis,2023-03-15,09:35,4.63,1.2,0.22,75,Developer,1
7,Tim Davis,2023-03-16,08:00,4.38,1.28,0.45,81,Developer,2
7,Tim Davis,2023-03-17,09:00,4.94,1.02,0.2,65,Developer,1
7,Tim Davis,2023-03-18,09:23,2.86,1.0,1.84,65,Developer,2
7,Tim Davis,2023-03-19,09:12,4.16,1.52,0.43,84,Developer,1
7,Tim Davis,2023-03-20,08:22,5.09,1.66,1.06,92,Developer,1
7,Tim Davis,2023-03-21,09:56,5.8,1.75,0.32,98,Developer,4
7,Tim Davis,2023-03-22,08:54,3.21,1.43,1.35,70,Developer,1
7,Tim Davis,2023-03-23,09:14,3.57,1.05,0.84,71,Developer,3
7,Tim Davis,2023-03-24,08:18,3.35,1.37,1.49,72,Developer,4
7,Tim Davis,2023-03-25,08:34,5.8,1.85,0.3,91,Developer,4
7,Tim Davis,2023-03-26,08:12,3.8,1.83,0.38,70,Developer,1
7,Tim Davis,2023-03-27,09:08,5.23,1.57,0.35,75,Developer,2
7,Tim Davis,2023-03-28,09:23,3.49,1.24,1.24,70,Developer,4
7,Tim Davis,2023-03-29,09:27,2.08,1.12,0.8,94,Developer,1
7,Tim Davis,2023-03-30,08:20,5.01,2.0,0.77,83,Developer,1
7,Tim Davis,2023-03-31,08:02,2.36,1.19,1.36,89,Developer,1
8,Steve Parker,2023-01-01,08:40,3.5,1.47,1.2,96,Developer,1
8,Steve Parker,2023-01-02,09:23,5.74,1.11,1.64,78,Developer,3
8,Steve Parker,2023-01-03,09:51,2.43,1.91,1.56,63,Developer,4
8,Steve Parker,2023-01-04,09:54,4.65,1.49,0.54,92,Developer,3
8,Steve Parker,2023-01-05,09:20,4.97,1.72,0.68,100,Developer,4
8,Steve Parker,2023-01-06,08:56,4.55,1.22,1.87,70,Developer,2
8,Steve Parker,2023-01-07,08:39,3.98,1.27,1.98,81,Developer,4
8,Steve Parker,2023-01-08,09:04,2.55,1.37,0.25,90,Developer,2
8,Steve Parker,2023-01-09,09:34,5.03,1.57,1.19,68,Developer,2
8,Steve Parker,2023-01-10,09:32,1.29,1.97,1.88,67,Developer,2
8,Steve Parker,2023-01-11,09:31,5.16,1.49,0.08,96,Developer,2
8,Steve Parker,2023-01-12,09:19,5.09,1.22,1.53,70,Developer,3
8,Steve Parker,2023-01-13,08:49,3.02,1.48,1.04,77,Developer,4
8,Steve Parker,2023-01-14,08:21,4.8,1.39,0.9,65,Developer,1
8,Steve Parker,2023-01-15,08:59,4.1,1.19,1.1,93,Developer,3
8,Steve Parker,2023-01-16,09:16,3.72,1.64,1.52,92,Developer,4
8,Steve Parker,2023-01-17,08:15,5.89,1.54,0.75,75,Developer,2
8,Steve Parker,2023-01-18,09:00,2.66,1.16,1.65,82,Developer,4
8,Steve Parker,2023-01-19,09:31,2.17,1.9,0.39,87,Developer,1
8,Steve Parker,2023-01-20,09:26,4.36,1.05,0.94,81,Developer,3
8,Steve Parker,2023-01-21,08:12,5.14,1.34,0.18,73,Developer,3
8,Steve Parker,2023-01-22,09:27,2.87,1.66,1.94,74,Developer,3
8,Steve Parker,2023-01-23,09:07,2.66,1.41,1.82,60,Developer,3
8,Steve Parker,2023-01-24,08:31,3.66,1.9,1.68,67,Developer,4
8,Steve Parker,2023-01-25,09:21,4.75,1.8,1.04,87,Developer,3
8,Steve Parker,2023-01-26,09:25,5.15,1.71,0.49,91,Developer,3
